run_dir,dataset,method,seed,split_index,metric_accuracy,metric_F1Mi,metric_F1Ma,metric_val_accuracy,metric_best_c,metric_num_train,metric_num_val,metric_num_test,split_train_count,split_val_count,split_test_count,split_train_ratio,split_val_ratio,split_test_ratio,split_split_protocol,split_total_count,diag_shuffle_positives,diag_neg_suppression,diag_semantic_topk,diag_signature_hops
runs/smoke/Cora_raw_smoke,Cora,raw_features,0,0,0.583641404805915,0.583641404805915,0.5498366385642323,0.6066176470588235,0.3,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,2
runs/smoke/Cora_raw_smoke,Cora,raw_features,0,0,0.583641404805915,0.583641404805915,0.5498366385642323,0.6066176470588235,0.3,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,2,128
runs/smoke/Cora_grace_smoke,Cora,grace,0,0,0.7199630314232902,0.7199630314232902,0.691353188718992,0.75,0.03,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,2,128
runs/smoke/Cora_hpfs_smoke,Cora,hpfs_gcl,0,0,0.7241219963031423,0.7241219963031423,0.7021296915257397,0.7610294117647058,0.1,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,2,128,0.5635236501693726
